;oset1;oset2;rus1;rus2;proximity;synonym
15222;размæсхойзæг;хъæлдзæг кæнын;рычаг движущая сила;забавлять развлекать;0.22878146171569824;0
15223;аиуварс;аргумент;устранение исключение;довод аргумент;0.10121167451143265;0
15224;æрдхорд;цæстмæхъус;друг товарищ;угодпивый заискивающий;0.29751506447792053;0
15225;æнæсайд;кусджытæ;честно;кадры штат;0.11032377928495407;0
15226;æнæрдзон;еййафын;неестественно ненатурально;догонять нагонять;0.36771807074546814;0
15227;арæхстджын;дзырдлæвæрд;умелый искусный;обещание слово;0.12227571755647659;0
15228;рæдзæ-мæдзæ кæнын;сбæстон кæнын;дремать;уточнить детализировать;0.5804064869880676;0
15229;лыскъзæрдæ;сайæгой;мелочный крохоборский;хитрый;0.4197900593280792;0
15230;фаззон;форпост;аналогичный похожий;форпост аванпост;0.01484241709113121;0
15231;баныхас кæнын;хъынцъым кæнын;побеседовать поговорить;унывать приходить в уныние;0.5929591059684753;0
15232;зæвзарын;нысан;отличать различать;этикетка ярлык;0.2421339899301529;0
15233;æнæуагдзинад;гуызаваæ;невоспитанность дурные манеры;недоумение озадаченность;0.25147879123687744;0
15234;сис;тæф уадзын;ограда забор;благоухать пахнуть;0.030880944803357124;0
15235;æнаив;фæкæсын;пошлый вульгарный;почудиться показаться;0.22923390567302704;0
15236;фæстæмæ цæуын;цæсгомывæрд;отступать отходить;лицо физиономия;0.25863754749298096;0
15237;бахъаст кæнын;хъахъхъæнын;обжаловать опротестовать;щадить жалеть;0.3717595636844635;0
15238;æмцарддзинад;фæстагмæ;сплоченность монолитность;потом затем;0.11819960176944733;0
15239;æнæфенд;хуыйын;невежда профан;шитье пошив;0.2901712656021118;0
15240;аэхцавæрд;тыхарæзт;вложение капиталовложения;неестественно ненатурально;0.5918929576873779;0
15241;æххæстдзинад;гардероб;идеал;гардероб;0.21293948590755463;0
15242;æгаст;базонын;аморфно бесформенно;убедиться прийти к убеждению;0.233274906873703;0
15243;бæрзæнд;сфæлмæцын;уровень ступень;устать утомиться;0.1316373497247696;0
15244;æрхъуыдыкæнын;уынæр;спохватиться схватиться;шорох шелест;0.12605364620685577;0
15245;тугцъир;фæзылынкæнын;эксплуататор;уличить изобличить;0.47080039978027344;0
15246;æнæкъуылымпыйæ;иумæйаг хуызы;беспрепятственно свободно;обобщенно в общих чертах;0.30402541160583496;0
